iter	Logloss
0	0.5351645289
1	0.4133410284
2	0.3336261354
3	0.2816962818
4	0.2427280734
5	0.2111829128
6	0.1867441642
7	0.1684282037
8	0.1565111613
9	0.1446187099
10	0.1362947502
11	0.1310350765
12	0.1243951527
13	0.1193580245
14	0.1163054247
15	0.1124981223
16	0.1097580296
17	0.1073122393
18	0.103976511
19	0.1020731729
20	0.1014928922
21	0.1002017396
22	0.09863938162
23	0.09662274562
24	0.09626798006
25	0.09594101114
26	0.09408715187
27	0.09165469052
28	0.09138224247
29	0.09056831193
30	0.08966032628
31	0.08708614919
32	0.08550528179
33	0.08514121851
34	0.08475175534
35	0.08354697231
36	0.08162427759
37	0.0801574511
38	0.07991448303
39	0.07959349466
40	0.07935400054
41	0.07919871747
42	0.0779917433
43	0.07773245315
44	0.07755640635
45	0.07632523995
46	0.07469059661
47	0.07442567628
48	0.07404954041
49	0.07302029406
50	0.07287166055
51	0.07145779534
52	0.07067269003
53	0.07029098005
54	0.06994500898
55	0.06962823493
56	0.06948624091
57	0.06854089111
58	0.06782513943
59	0.06717774001
60	0.0667899834
61	0.06604136157
62	0.06575159576
63	0.06521168269
64	0.06453045273
65	0.06407273387
66	0.06371523939
67	0.06353411789
68	0.06269343727
69	0.06207115488
70	0.06142855382
71	0.06123890892
72	0.06025627435
73	0.05952702381
74	0.05891716789
75	0.05839665839
76	0.05785944043
77	0.05773363624
78	0.0559669666
79	0.05564304885
80	0.05529361875
81	0.05502189334
82	0.05447590878
83	0.05424879767
84	0.05345926273
85	0.05227026548
86	0.05168131905
87	0.05128060968
88	0.05091939751
89	0.0504025801
90	0.04965626165
91	0.04942099573
92	0.04911615737
93	0.04882360975
94	0.04869497678
95	0.04842569375
96	0.04830410581
97	0.04800579876
98	0.04754929
99	0.04738973954
100	0.04723402753
101	0.04618514215
102	0.0460646976
103	0.04500795238
104	0.04462778025
105	0.04401134365
106	0.0436578523
107	0.04356530426
108	0.04279842212
109	0.04244081855
110	0.04233559773
111	0.04107012661
112	0.04098045404
113	0.04065101732
114	0.04056118341
115	0.04032418643
116	0.03968263086
117	0.03959110761
118	0.03900075968
119	0.03892579621
120	0.03884733478
121	0.03811518033
122	0.03803226621
123	0.03782972915
124	0.03719744046
125	0.03709445171
126	0.03672454902
127	0.03648481869
128	0.03616885677
129	0.035894691
130	0.0350055708
131	0.03455919383
132	0.03428497178
133	0.03407307299
134	0.03339177219
135	0.03240989847
136	0.0323387326
137	0.03190697964
138	0.03146817483
139	0.03104142007
140	0.03096904633
141	0.03091719972
142	0.03080909331
143	0.03068751505
144	0.03034151814
145	0.03028064893
146	0.02989943802
147	0.02954327698
148	0.02949700878
149	0.02926380216
150	0.02916815717
151	0.0287138702
152	0.02866772836
153	0.02802436042
154	0.02765948891
155	0.02758398144
156	0.02729350393
157	0.02724597144
158	0.02680512339
159	0.02676646791
160	0.02657533328
161	0.0264053137
162	0.02636066356
163	0.02596799696
164	0.02571001259
165	0.02539909122
166	0.02532304768
167	0.02528519429
168	0.025248502
169	0.02498813223
170	0.02459539491
171	0.02444626805
172	0.02440842294
173	0.02412224557
174	0.02408884157
175	0.0236738829
176	0.023640834
177	0.02327327831
178	0.02324273641
179	0.0228819871
180	0.02278788295
181	0.02226890397
182	0.02216522521
183	0.02212719288
184	0.02178377543
185	0.02169174213
186	0.02164477982
187	0.02148577033
188	0.02119202734
189	0.02116465763
190	0.02092262582
191	0.02083997242
192	0.0207288422
193	0.02063273864
194	0.02060677948
195	0.02052543019
196	0.02032506824
197	0.01994495999
198	0.01974414621
199	0.01956921607
200	0.01953543206
201	0.01950850886
202	0.01947710729
203	0.01943358037
204	0.01908663299
205	0.01890669028
206	0.01883321774
207	0.01870564966
208	0.01863653295
209	0.0182722146
210	0.01825286177
211	0.01807474778
212	0.01769725298
213	0.01740104639
214	0.01727479478
215	0.01724797285
216	0.01717580055
217	0.01715544211
218	0.0171338384
219	0.01711467233
220	0.01709508241
221	0.01691783947
222	0.01689947174
223	0.01675719189
224	0.01627470583
225	0.01625677203
226	0.01621428251
227	0.01613976736
228	0.01609068994
229	0.01584947073
230	0.01569581254
231	0.01554551076
232	0.01548417706
233	0.01543191992
234	0.01540552664
235	0.01538543422
236	0.01520261109
237	0.01495879895
238	0.01476559351
239	0.01471761728
240	0.01450648411
241	0.01439091143
242	0.01437728445
243	0.01436165755
244	0.01429673897
245	0.01426995324
246	0.01425546156
247	0.01421936646
248	0.01412150964
249	0.01410322812
250	0.01390309009
251	0.01388907103
252	0.01387017435
253	0.01385490901
254	0.01383838897
255	0.01364863805
256	0.01343844986
257	0.01342544288
258	0.01340729974
259	0.01339437135
260	0.01337955288
261	0.01336697512
262	0.01333369897
263	0.01328260302
264	0.01312505204
265	0.01306295534
266	0.01297905153
267	0.01278935335
268	0.01271119793
269	0.01256319153
270	0.01255048596
271	0.01248613746
272	0.01239597874
273	0.0121637455
274	0.01215209942
275	0.01214191424
276	0.01212694546
277	0.01200553307
278	0.01178903597
279	0.01177750946
280	0.01173198099
281	0.011719027
282	0.01170893773
283	0.01159792494
284	0.01153605982
285	0.01152546418
286	0.01147623169
287	0.01142915427
288	0.01140883053
289	0.01139912437
290	0.0113849622
291	0.01130597125
292	0.0112975924
293	0.01126879059
294	0.01125992265
295	0.01125098553
296	0.01107967919
297	0.01107064927
298	0.01096198487
299	0.01095235801
300	0.0108597086
301	0.01082283929
302	0.0108143655
303	0.01077652306
304	0.01072184542
305	0.01061393553
306	0.01059827096
307	0.01059014693
308	0.01056837891
309	0.01047494866
310	0.01046339401
311	0.01032461713
312	0.01018548785
313	0.010185484
314	0.01013663964
315	0.01011773125
316	0.01006289529
317	0.009918121324
318	0.009851511538
319	0.009844895249
320	0.009837515784
321	0.009829442326
322	0.009759844749
323	0.009752144124
324	0.009743560747
325	0.009726625269
326	0.009718800618
327	0.009619800604
328	0.009532033874
329	0.009524329375
330	0.009516387777
331	0.009509293349
332	0.009477345281
333	0.009458407884
334	0.009414672299
335	0.009356442349
336	0.009350421892
337	0.009341616519
338	0.009335313597
339	0.00929605024
340	0.009159957431
341	0.009075695465
342	0.008969235503
343	0.008962306864
344	0.008893343192
345	0.008840615906
346	0.008837078764
347	0.008712954347
348	0.008706135253
349	0.008699812171
350	0.008693525572
351	0.008686441638
352	0.008676395675
353	0.008622303273
354	0.008598702028
355	0.008575889099
356	0.008570210096
357	0.008472187523
358	0.0084556875
359	0.008341297527
360	0.008335353476
361	0.008291636199
362	0.008286915041
363	0.008280226842
364	0.008243614215
365	0.008238561662
366	0.008143063476
367	0.00812898925
368	0.008118500366
369	0.007995967652
370	0.007971492813
371	0.007965760487
372	0.007961343644
373	0.007952669128
374	0.007928681481
375	0.007907275914
376	0.007902266835
377	0.007897055424
378	0.007892816221
379	0.007772644762
380	0.007767481066
381	0.007762622369
382	0.007762622369
383	0.007757640428
384	0.007712373883
385	0.007706122777
386	0.00770285678
387	0.007696272674
388	0.007666657486
389	0.007648565284
390	0.007643532693
391	0.007600641781
392	0.007542272527
393	0.007536239799
394	0.007509138495
395	0.007458676965
396	0.007405533097
397	0.007401592808
398	0.007394270732
399	0.007321404212
400	0.007283760566
401	0.007246878942
402	0.007242775932
403	0.007238091381
404	0.007139480982
405	0.007115251656
406	0.007113215588
407	0.007073311087
408	0.007007328729
409	0.007001753755
410	0.007001770491
411	0.007001762005
412	0.006996225207
413	0.006954669294
414	0.006925294642
415	0.006920832628
416	0.006916062125
417	0.006905440636
418	0.006888604372
419	0.006885865885
420	0.00688218799
421	0.006804720554
422	0.006804663277
423	0.006737461965
424	0.006715513268
425	0.006609068714
426	0.00660336692
427	0.006599483233
428	0.006573767398
429	0.006532319236
430	0.006521046907
431	0.006512504747
432	0.006509421102
433	0.006502854525
434	0.006491622212
435	0.006491618748
436	0.006481103477
437	0.006466148068
438	0.006396228117
439	0.006354808213
440	0.006350758135
441	0.006350648857
442	0.006347308752
443	0.006340454081
444	0.006335053799
445	0.006324077147
446	0.006304756747
447	0.006266236007
448	0.006262461923
449	0.00621851119
450	0.006208207405
451	0.006205273784
452	0.006155507433
453	0.006101822018
454	0.006038890061
455	0.005978168409
456	0.005924934519
457	0.005835923763
458	0.005832603826
459	0.005771615644
460	0.005768960956
461	0.005768941084
462	0.005762492813
463	0.005762439328
464	0.005755281401
465	0.005754853395
466	0.00575484821
467	0.005747297974
468	0.00570893312
469	0.005708688805
470	0.005689337545
471	0.005687188287
472	0.005687195912
473	0.005655316658
474	0.005640606702
475	0.005640613774
476	0.005640609059
477	0.005640578263
478	0.005640577946
479	0.005637963925
480	0.00563529652
481	0.005633117135
482	0.005629370351
483	0.005594173552
484	0.005551475966
485	0.005549169319
486	0.005495060426
487	0.005491778818
488	0.005460080875
489	0.005452132092
490	0.005452115828
491	0.005450287518
492	0.005444569498
493	0.005441014654
494	0.005414778746
495	0.00541201382
496	0.005375597048
497	0.005357623606
498	0.005342956698
499	0.005337482789
500	0.005274644685
501	0.005274614043
502	0.005272152607
503	0.005269582131
504	0.00526709077
505	0.005265918268
506	0.005253947321
507	0.005251727034
508	0.005241743003
509	0.005239607961
510	0.005237100427
511	0.005196175603
512	0.005194414874
513	0.005134181017
514	0.005134111985
515	0.005133980614
516	0.0051339891
517	0.005133938196
518	0.00511054475
519	0.005110516701
520	0.005109058005
521	0.005109012359
522	0.005109012359
523	0.005109021081
524	0.005109021081
525	0.005108943246
526	0.005108943246
527	0.005091765223
528	0.005091721382
529	0.005091716124
530	0.005091710467
531	0.005091715652
532	0.005091709052
533	0.005091621523
534	0.00509164698
535	0.005091587355
536	0.005091573294
537	0.005091577301
