0,0.9243672113935119,
1,0.2032459246586069,
2,0.1398072358185575,
3,0.1360320304788226,
4,0.10662424197589768,
5,0.08815254272065676,
6,0.08437265495069783,
7,0.07587074039080229,
8,0.06979485313481287,
9,0.06498507478586983,
10,0.058338237832616685,
11,0.051467862034694854,
12,0.04287468465985702,
13,0.03877780599452048,
14,0.03079517254602748,
15,0.025961588689635964,
16,0.022244797031543598,
17,0.019421316385255745,
18,0.018801732102685396,
19,0.018430412424130183,
20,0.01801950851246692,
21,0.017753258428518836,
22,0.01760670880839166,
23,0.01754596126624552,
24,0.01690205008206238,
25,0.016495399010426962,
26,0.01629614067940502,
27,0.016071900800333813,
28,0.015885255353573734,
29,0.015753771147195263,
30,0.015615096286602152,
31,0.015546658785319316,
32,0.015704758434257202,
33,0.01553184586868374,
34,0.015469711497846641,
35,0.015432870318439457,
36,0.015546132636465565,
37,0.015380476601619043,
38,0.016078037580209967,
39,0.015243664048207534,
40,0.02024882210884309,
41,0.046307537857401944,
42,0.06109347834863495,
43,0.0762161268588748,
44,0.05100122214971135,
45,0.052682743860346645,
46,0.03385149255979339,
47,0.022433835362649274,
48,0.015199301244160588,
49,0.013282419710476718,
50,0.01289850626367026,
51,0.01299151471731587,
52,0.012961756375388284,
53,0.012759976731290304,
54,0.012649871350751504,
55,0.01263033651459166,
56,0.012537663159614984,
