feature,mean_importance
SSO:000043345,-0.00015593249065739
SSO:000011552,-0.00015514855076761424
SSO:000043747,-0.00015511554007147655
SSO:000005170,-0.00015507288355097183
SSO:000003212,-0.00015419586226044223
SSO:000004189,-0.00015381219141435976
SSO:000003341,-0.00015368237981904786
SSO:000008049,-0.00015337661946088766
SSO:000002955,-0.00015302634323485775
SSO:000004390,-0.0001522990167626359
SSO:000042616,-0.00015200518205404356
SSO:000012688,-0.0001514628298294407
SSO:000000416,-0.0001509434275490884
SSO:000022668,-0.00015047384183455303
SSO:000000053,-0.00015032009553680447
SSO:000022945,-0.00015009882544189112
SSO:000010639,-0.00014877086740628932
SSO:000013058,-0.0001480061322880144
SSO:000012974,-0.00014711885039135896
SSO:000005097,-0.00014697639121317164
SSO:000033922,-0.00014681603101909246
SSO:000002258,-0.00014660470806234226
SSO:000008880,-0.00014421581082992295
SSO:000024667,-0.00014416864582826318
SSO:000012619,-0.00014396414851629568
SSO:000035931,-0.00014348692270815255
SSO:000011913,-0.00014305272436592741
SSO:000008184,-0.0001428442077414105
SSO:000023873,-0.00014262302289020924
SSO:000024197,-0.00014244646311152852
SSO:000003097,-0.00014242676897349704
SSO:000029600,-0.00014225183947422782
SSO:000042093,-0.00014172614741554402
SSO:000010243,-0.00014169674291650836
SSO:000018449,-0.0001415330068662013
SSO:000000236,-0.00014152821333400788
SSO:000005788,-0.00014132987398751128
SSO:000025794,-0.00014106206952668176
SSO:000000794,-0.00014051811037207873
SSO:000042933,-0.0001404875043900744
SSO:000043034,-0.000140321249212888
SSO:000029968,-0.00014031396823888098
SSO:000019001,-0.00014006043134227598
SSO:000004933,-0.0001395781540266261
SSO:000003916,-0.00013936284751288607
SSO:000000064,-0.00013913020707078115
SSO:000006048,-0.00013898560903424228
SSO:000010145,-0.00013837842029090774
SSO:000008378,-0.00013774334559281122
SSO:000001074,-0.0001376551541083737
SSO:000012669,-0.00013716779916012612
SSO:000001070,-0.00013678240020361664
SSO:000019331,-0.00013665083371642295
SSO:000003485,-0.00013629894993241742
SSO:000043590,-0.0001357570431848254
SSO:000021665,-0.00013568213702241927
SSO:000012391,-0.00013560926716579824
SSO:000029149,-0.0001345101860690312
SSO:000011092,-0.00013438531743208414
SSO:000043140,-0.0001343494373893861
SSO:000012853,-0.00013400240846162537
SSO:000025239,-0.0001339689671547628
SSO:000029063,-0.00013372994362619294
SSO:000019990,-0.00013366020460702787
SSO:000007071,-0.00013342628065390882
SSO:000003324,-0.00013284197687138955
SSO:000035873,-0.00013255324367320576
SSO:000000080,-0.00013206977459586655
SSO:000034048,-0.00013199775503136001
