feature,mean_importance
SSO:000018712,0.0
SSO:000036882,0.0
SSO:000030953,0.0
SSO:000042919,0.0
SSO:000009716,0.0
SSO:000005473,0.0
SSO:000001438,0.0
SSO:000016591,0.0
SSO:000032513,0.0
SSO:000008821,0.0
SSO:000002872,0.0
SSO:000000448,0.0
SSO:000022365,0.0
SSO:000003715,0.0
SSO:000037086,0.0
SSO:000000968,0.0
SSO:000025514,0.0
SSO:000043220,0.0
SSO:000011914,0.0
SSO:000017561,0.0
SSO:000009478,0.0
SSO:000011132,0.0
SSO:000000046,0.0
SSO:000002006,0.0
SSO:000004840,0.0
SSO:000028931,0.0
SSO:000004801,0.0
SSO:000039530,0.0
SSO:000002277,0.0
SSO:000012062,0.0
SSO:000023925,0.0
SSO:000003470,0.0
SSO:000017050,0.0
SSO:000036287,0.0
SSO:000000584,0.0
SSO:000025706,0.0
SSO:000012327,0.0
SSO:000016807,0.0
SSO:000000459,0.0
SSO:000031041,0.0
SSO:000024966,0.0
SSO:000012102,0.0
SSO:000024964,0.0
SSO:000002224,0.0
SSO:000019306,0.0
SSO:000028997,0.0
SSO:000009506,0.0
SSO:000021353,0.0
SSO:000009074,0.0
SSO:000009532,0.0
SSO:000007801,0.0
SSO:000035416,0.0
SSO:000004660,0.0
SSO:000033472,0.0
SSO:000024253,0.0
SSO:000011106,0.0
SSO:000034156,0.0
SSO:000001222,0.0
SSO:000009958,0.0
SSO:000012376,0.0
SSO:000020029,0.0
SSO:000030126,0.0
SSO:000005097,0.0
SSO:000010076,0.0
SSO:000008886,0.0
SSO:000026369,0.0
SSO:000012546,0.0
SSO:000012119,0.0
SSO:000010532,0.0
SSO:000043641,0.0
SSO:000024982,0.0
SSO:000017390,0.0
SSO:000024648,0.0
SSO:000006560,0.0
SSO:000013533,0.0
SSO:000037201,0.0
SSO:000043007,0.0
SSO:000026245,0.0
SSO:000010027,0.0
SSO:000023779,0.0
SSO:000022790,0.0
SSO:000033932,0.0
SSO:000012799,0.0
SSO:000020627,0.0
SSO:000033381,0.0
SSO:000020020,0.0
SSO:000005275,0.0
SSO:000012797,0.0
SSO:000019083,0.0
SSO:000018707,0.0
SSO:000021477,0.0
SSO:000003385,0.0
SSO:000043274,0.0
SSO:000033904,0.0
SSO:000003208,0.0
SSO:000000306,0.0
SSO:000005090,0.0
SSO:000031463,0.0
SSO:000035439,0.0
SSO:000003028,0.0
SSO:000010207,0.0
SSO:000001184,0.0
SSO:000029046,0.0
SSO:000024881,0.0
SSO:000009467,0.0
SSO:000003152,0.0
SSO:000020027,0.0
SSO:000018700,0.0
SSO:000005099,0.0
SSO:000000924,0.0
SSO:000029584,0.0
SSO:000020362,0.0
SSO:000007919,0.0
SSO:000020620,0.0
SSO:000031411,0.0
SSO:000002788,0.0
SSO:000029430,0.0
SSO:000029543,0.0
SSO:000034998,0.0
SSO:000041687,0.0
SSO:000033324,0.0
SSO:000026360,0.0
SSO:000029459,0.0
SSO:000042815,0.0
SSO:000011477,0.0
SSO:000004427,0.0
SSO:000039514,0.0
SSO:000020504,0.0
SSO:000017399,0.0
SSO:000012555,0.0
SSO:000011093,0.0
SSO:000043609,0.0
SSO:000033137,0.0
SSO:000021542,0.0
SSO:000042403,0.0
SSO:000002885,0.0
SSO:000020532,0.0
SSO:000031349,0.0
SSO:000002193,0.0
SSO:000038974,0.0
SSO:000034909,0.0
SSO:000024446,0.0
SSO:000009620,0.0
SSO:000010856,0.0
SSO:000025115,0.0
SSO:000013261,0.0
SSO:000004902,0.0
SSO:000008961,0.0
SSO:000001967,0.0
SSO:000009737,0.0
SSO:000033087,0.0
SSO:000013438,0.0
SSO:000001471,0.0
SSO:000023873,0.0
SSO:000019303,0.0
SSO:000009695,0.0
SSO:000000043,0.0
SSO:000042350,0.0
SSO:000000811,0.0
SSO:000021354,0.0
SSO:000029156,0.0
SSO:000007179,0.0
SSO:000021066,0.0
SSO:000004936,0.0
SSO:000019153,0.0
SSO:000043984,0.0
SSO:000001865,0.0
SSO:000017059,0.0
SSO:000037329,0.0
SSO:000003468,0.0
SSO:000031203,0.0
SSO:000024657,0.0
SSO:000003231,0.0
SSO:000000450,0.0
SSO:000038649,0.0
SSO:000003916,0.0
SSO:000033453,0.0
SSO:000018183,0.0
SSO:000017444,0.0
SSO:000043098,0.0
SSO:000005972,0.0
SSO:000042337,0.0
SSO:000020989,0.0
SSO:000008093,0.0
SSO:000042567,0.0
SSO:000033580,0.0
SSO:000022769,0.0
SSO:000016982,0.0
SSO:000034926,0.0
SSO:000010853,0.0
SSO:000042871,0.0
SSO:000003696,0.0
SSO:000012332,0.0
SSO:000002074,0.0
SSO:000003165,0.0
SSO:000023806,0.0
SSO:000031624,0.0
SSO:000002958,0.0
SSO:000012304,0.0
SSO:000016824,0.0
SSO:000006403,0.0
SSO:000013146,0.0
SSO:000009128,0.0
SSO:000042124,0.0
SSO:000002029,0.0
SSO:000020408,0.0
SSO:000025030,0.0
SSO:000034395,0.0
SSO:000002003,0.0
SSO:000025637,0.0
SSO:000020788,0.0
SSO:000011129,0.0
SSO:000024256,0.0
SSO:000025729,0.0
SSO:000033775,0.0
SSO:000003694,0.0
SSO:000023951,0.0
SSO:000013144,0.0
SSO:000017378,0.0
SSO:000029488,0.0
SSO:000011528,0.0
SSO:000012907,0.0
SSO:000009032,0.0
SSO:000003297,0.0
SSO:000037941,0.0
SSO:000033485,0.0
SSO:000011855,0.0
SSO:000004069,0.0
SSO:000029769,0.0
SSO:000029968,0.0
SSO:000031358,0.0
SSO:000008310,0.0
SSO:000024650,0.0
SSO:000009757,0.0
SSO:000029414,0.0
SSO:000021664,0.0
SSO:000012461,0.0
SSO:000031442,0.0
SSO:000036457,0.0
SSO:000000280,0.0
SSO:000009739,0.0
SSO:000021844,0.0
SSO:000017729,0.0
SSO:000029778,0.0
SSO:000043125,0.0
SSO:000017037,0.0
SSO:000000543,0.0
SSO:000024928,0.0
SSO:000000430,0.0
SSO:000020196,0.0
SSO:000023829,0.0
SSO:000001440,0.0
SSO:000002279,0.0
SSO:000018951,0.0
SSO:000003290,0.0
SSO:000008605,0.0
SSO:000000457,0.0
SSO:000010901,0.0
SSO:000012329,0.0
SSO:000025530,0.0
SSO:000011930,0.0
SSO:000033433,0.0
SSO:000004465,0.0
SSO:000002632,0.0
SSO:000020212,0.0
SSO:000005985,0.0
SSO:000028873,0.0
SSO:000030051,0.0
SSO:000011844,0.0
SSO:000029185,0.0
SSO:000023342,0.0
SSO:000010321,0.0
SSO:000004100,0.0
SSO:000036725,0.0
SSO:000017637,0.0
SSO:000000618,0.0
SSO:000004945,0.0
SSO:000012708,0.0
SSO:000019395,0.0
SSO:000042100,0.0
SSO:000001447,0.0
SSO:000009200,0.0
SSO:000043301,0.0
SSO:000043822,0.0
SSO:000016800,0.0
SSO:000020105,0.0
SSO:000005170,0.0
SSO:000042678,0.0
SSO:000009938,0.0
SSO:000010714,0.0
SSO:000028951,0.0
SSO:000003426,0.0
SSO:000042934,0.0
SSO:000005330,0.0
SSO:000037102,0.0
SSO:000010478,0.0
SSO:000001634,0.0
SSO:000008042,0.0
SSO:000006051,0.0
SSO:000007667,0.0
SSO:000036646,0.0
SSO:000010949,0.0
SSO:000017639,0.0
SSO:000020574,0.0
SSO:000012016,0.0
SSO:000001155,0.0
SSO:000006853,0.0
SSO:000002359,0.0
SSO:000011848,0.0
SSO:000004603,0.0
SSO:000035492,0.0
SSO:000016731,0.0
SSO:000031345,0.0
SSO:000000399,0.0
SSO:000022367,0.0
SSO:000044330,0.0
SSO:000024562,0.0
SSO:000031269,0.0
SSO:000011816,0.0
SSO:000007111,0.0
SSO:000010476,0.0
SSO:000012812,0.0
SSO:000020755,0.0
SSO:000021670,0.0
SSO:000043407,0.0
SSO:000019253,0.0
SSO:000036351,0.0
SSO:000002567,0.0
SSO:000010755,0.0
SSO:000002350,0.0
SSO:000007620,0.0
SSO:000016592,0.0
SSO:000029446,0.0
SSO:000006980,0.0
SSO:000036187,0.0
SSO:000013188,0.0
SSO:000037530,0.0
SSO:000009107,0.0
SSO:000005226,0.0
SSO:000002264,0.0
SSO:000012486,0.0
SSO:000022911,0.0
SSO:000011493,0.0
SSO:000021679,0.0
SSO:000009678,0.0
SSO:000029091,0.0
SSO:000021068,0.0
SSO:000017882,0.0
SSO:000031334,0.0
SSO:000031267,0.0
SSO:000004938,0.0
SSO:000035037,0.0
SSO:000037234,0.0
SSO:000029039,0.0
SSO:000000824,0.0
SSO:000019030,0.0
SSO:000010531,0.0
SSO:000018671,0.0
SSO:000001341,0.0
SSO:000001300,0.0
SSO:000000975,0.0
SSO:000010403,0.0
SSO:000021108,0.0
SSO:000001419,0.0
SSO:000021523,0.0
SSO:000023860,0.0
SSO:000001638,0.0
SSO:000010198,0.0
SSO:000043913,0.0
SSO:000026422,0.0
SSO:000010296,0.0
SSO:000012963,0.0
SSO:000001417,0.0
SSO:000013434,0.0
SSO:000000180,0.0
SSO:000026751,0.0
SSO:000035657,0.0
SSO:000036331,0.0
SSO:000020112,0.0
SSO:000002985,0.0
SSO:000012773,0.0
SSO:000024133,0.0
SSO:000012254,0.0
SSO:000031356,0.0
SSO:000020746,0.0
SSO:000021848,0.0
SSO:000021624,0.0
SSO:000018742,0.0
SSO:000044350,0.0
SSO:000010112,0.0
SSO:000020294,0.0
SSO:000025708,0.0
SSO:000008612,0.0
SSO:000009109,0.0
SSO:000011068,0.0
SSO:000029928,0.0
SSO:000017373,0.0
SSO:000013284,0.0
SSO:000018808,0.0
SSO:000017893,0.0
SSO:000020531,0.0
SSO:000043317,0.0
SSO:000011079,0.0
SSO:000016863,0.0
SSO:000017760,0.0
SSO:000006833,0.0
SSO:000006105,0.0
SSO:000018589,0.0
SSO:000042632,0.0
SSO:000001558,0.0
SSO:000037285,0.0
SSO:000022630,0.0
SSO:000043747,0.0
SSO:000012752,0.0
SSO:000039893,0.0
SSO:000005603,0.0
SSO:000017413,0.0
SSO:000018456,0.0
SSO:000000823,0.0
SSO:000002934,0.0
SSO:000030065,0.0
SSO:000022963,0.0
SSO:000010404,0.0
SSO:000021500,0.0
SSO:000002578,0.0
SSO:000012378,0.0
SSO:000029964,0.0
SSO:000004504,0.0
SSO:000021734,0.0
SSO:000003859,0.0
SSO:000020599,0.0
SSO:000009067,0.0
SSO:000016686,0.0
SSO:000025258,0.0
SSO:000026365,0.0
SSO:000002871,0.0
SSO:000004076,0.0
SSO:000002126,0.0
SSO:000012202,0.0
SSO:000024395,0.0
SSO:000018687,0.0
SSO:000007076,0.0
SSO:000020838,0.0
SSO:000018485,0.0
SSO:000009322,0.0
SSO:000004074,0.0
SSO:000006885,0.0
SSO:000002008,0.0
SSO:000005497,0.0
SSO:000009956,0.0
SSO:000003857,0.0
SSO:000043771,0.0
SSO:000044126,0.0
SSO:000000048,0.0
SSO:000009508,0.0
SSO:000015062,0.0
SSO:000033873,0.0
SSO:000005166,0.0
SSO:000017332,0.0
SSO:000000870,0.0
SSO:000010242,0.0
SSO:000007074,0.0
SSO:000008463,0.0
SSO:000007627,0.0
SSO:000034591,0.0
SSO:000003199,0.0
SSO:000018453,0.0
SSO:000011850,0.0
SSO:000004714,0.0
SSO:000017646,0.0
SSO:000007196,0.0
SSO:000035993,0.0
SSO:000021512,0.0
SSO:000012613,0.0
SSO:000009296,0.0
SSO:000030032,0.0
SSO:000012101,0.0
SSO:000008641,0.0
SSO:000008600,0.0
SSO:000024083,0.0
SSO:000021389,0.0
SSO:000001040,0.0
SSO:000019975,0.0
SSO:000005788,0.0
SSO:000002097,0.0
SSO:000025731,0.0
SSO:000025583,0.0
SSO:000010954,0.0
SSO:000000308,0.0
SSO:000002452,0.0
SSO:000010263,0.0
SSO:000010078,0.0
SSO:000018906,0.0
SSO:000029171,0.0
SSO:000026413,0.0
SSO:000010069,0.0
SSO:000017644,0.0
SSO:000042298,0.0
SSO:000029588,0.0
SSO:000013058,0.0
SSO:000035351,0.0
SSO:000018324,0.0
SSO:000017864,0.0
SSO:000004469,0.0
SSO:000019331,0.0
SSO:000034147,0.0
SSO:000006574,0.0
SSO:000011466,0.0
SSO:000003500,0.0
SSO:000032815,0.0
SSO:000003475,0.0
SSO:000024287,0.0
SSO:000006128,0.0
SSO:000001878,0.0
SSO:000017491,0.0
SSO:000008009,0.0
SSO:000037088,0.0
SSO:000011464,0.0
SSO:000029993,0.0
SSO:000009718,0.0
SSO:000012809,0.0
SSO:000002432,0.0
SSO:000025998,0.0
SSO:000002293,0.0
SSO:000020322,0.0
SSO:000020840,0.0
SSO:000035189,0.0
SSO:000010141,0.0
SSO:000020954,0.0
SSO:000018711,0.0
SSO:000000057,0.0
SSO:000020078,0.0
SSO:000001445,0.0
SSO:000002473,0.0
SSO:000025043,0.0
SSO:000004949,0.0
SSO:000019397,0.0
SSO:000002031,0.0
SSO:000004947,0.0
SSO:000011918,0.0
SSO:000009599,0.0
SSO:000031441,0.0
SSO:000025086,0.0
SSO:000042321,0.0
SSO:000000720,0.0
SSO:000018454,0.0
SSO:000003232,0.0
SSO:000003024,0.0
SSO:000038656,0.0
SSO:000025751,0.0
SSO:000012219,0.0
SSO:000034061,0.0
SSO:000008041,0.0
SSO:000006052,0.0
SSO:000032618,0.0
SSO:000018851,0.0
SSO:000042940,0.0
SSO:000002090,0.0
SSO:000012147,0.0
SSO:000008813,0.0
SSO:000001640,0.0
SSO:000020849,0.0
SSO:000020936,0.0
SSO:000031423,0.0
SSO:000005344,0.0
SSO:000028952,0.0
SSO:000021199,0.0
SSO:000011857,0.0
SSO:000017416,0.0
SSO:000043409,0.0
SSO:000001929,0.0
SSO:000029308,0.0
SSO:000001728,0.0
SSO:000039327,0.0
SSO:000019691,0.0
SSO:000042460,0.0
SSO:000021918,0.0
SSO:000009313,0.0
SSO:000043336,0.0
SSO:000000522,0.0
SSO:000041895,0.0
SSO:000033707,0.0
SSO:000004142,0.0
SSO:000021464,0.0
SSO:000000272,0.0
SSO:000011955,0.0
SSO:000044275,0.0
SSO:000035180,0.0
SSO:000012516,0.0
SSO:000008609,0.0
SSO:000012149,0.0
SSO:000017655,0.0
SSO:000022061,0.0
SSO:000028897,0.0
SSO:000001243,0.0
SSO:000016805,0.0
SSO:000043345,0.0
SSO:000012217,0.0
SSO:000026376,0.0
SSO:000024271,0.0
SSO:000036659,0.0
SSO:000010956,0.0
SSO:000004065,0.0
SSO:000012548,0.0
SSO:000007212,0.0
SSO:000002316,0.0
SSO:000023974,0.0
SSO:000030095,0.0
SSO:000007384,0.0
SSO:000018763,0.0
SSO:000031409,0.0
SSO:000018973,0.0
SSO:000029868,0.0
SSO:000020211,0.0
SSO:000003523,0.0
SSO:000019351,0.0
SSO:000043564,0.0
SSO:000036492,0.0
SSO:000042856,0.0
SSO:000009112,0.0
SSO:000005853,0.0
SSO:000004940,0.0
SSO:000021837,0.0
SSO:000031407,0.0
SSO:000003077,0.0
SSO:000012994,0.0
SSO:000024896,0.0
SSO:000028867,0.0
SSO:000017805,0.0
SSO:000025018,0.0
SSO:000010889,0.0
SSO:000033162,0.0
SSO:000010359,0.0
SSO:000030003,0.0
SSO:000004713,0.0
SSO:000012982,0.0
SSO:000024799,0.0
SSO:000005298,0.0
SSO:000016893,0.0
SSO:000018309,0.0
SSO:000043195,0.0
SSO:000043883,0.0
SSO:000005467,0.0
SSO:000035996,0.0
SSO:000030757,0.0
SSO:000013130,0.0
SSO:000010972,0.0
SSO:000035548,0.0
SSO:000023890,0.0
SSO:000012881,0.0
SSO:000033726,0.0
SSO:000024110,0.0
SSO:000036202,0.0
SSO:000010337,0.0
SSO:000012390,0.0
SSO:000000537,0.0
SSO:000010350,0.0
SSO:000010953,0.0
SSO:000020608,0.0
SSO:000025055,0.0
SSO:000010266,0.0
